article_cluster,top_keywords,article_count
10667,"architect, sweden, nolockdown, covid19, response, approach, basically, correct",1
995,"covid19, western cape, gauteng, third wave, vaccination, health, cases, vaccine",357
9438,"economic growth, zambian, president, hichilema, promises, cut, deficit, restore",1
11744,"table mountain, cableway, celebrating, 92nd, birthday, slashing, prices, locals",1
9760,"draw, manchester united, ronaldo, scores, stunned, young, boys, champions league",6
2799,"tokyo sexwale, sexwale, scam, claims, white spiritual boy, java, emperor, modest",12
8198,"daybreak farms, stateowned, chicken, producer, withdraws, defamation, claim, media24",1
9628,"kourtney kardashian, travis barker, tattoos, marriage, rumours, bitter, exes, travis",1
8807,"princess charlene, exclusive, admitted, durban, hospital, medical, emergency, closer",3
10134,"bafana, provisional, squad, bafana bafana, names, lakay, world cup qualifiers, sundowns",6
11317,"sa car sales, new vehicle sales, new vehicle, vehicle sales, sales, demand, 2021, survey",2
6839,"speaker, mapisanqakula, parliament, anc, unrestsa, national assembly, parliamentary, minister",26
