e7segment,firebaseid,article_cluster,top_keywords,article_count,articles_read,page_duration
2. Low Score,OrO4tGWCgLaE4HWtkF5sVCGgzb23,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,2,139
4. Good User,fcbtRoWjArOwpZZNkaWgQo0Gc412,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,510
4. Good User,W9hMktrooCZZHR20AJ9HMzajWwH3,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,4
3. Normal User,KZb3onOPdTOZ8OH3LmzTNxoTREn1,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,33
1. Very Low Score,cCig7YekovTIHZ1b0vDt8IIP3AY2,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,244
2. Low Score,WmQhju17iAgyAREuBhsDOcNpaFG3,10303,"allnew, vw, caddy, headed, sa, know, ahead, november",1,1,769
1. Very Low Score,qJXzfJsAB8b4gGrqZgMiQhkGZ5M2,8352,"bulls, sharks, currie cup, wp, lions, sa, urc, coach",31,2,284
1. Very Low Score,qLI2As2g15cAoihTyUqN7GRoZ6s1,11372,"competition commission, approves, adapt, acquisition",1,1,900
3. Normal User,2qCVg76fJGZL1SiuouroSrO3GY93,4115,"eskom, econ oil, race, de, ruyter, econ, oil, tender",26,1,519
1. Very Low Score,eyDhW7vwxpNL11BFMjfkYdtSeIN2,10733,"gaining, popularity, drug, addicts, pietermaritzburg",1,1,420
1. Very Low Score,AlQphaUvKcTUL9jjViWg8gN30rn1,10588,"namibia, detects, new, strain, footandmouth, disease",1,1,15
1. Very Low Score,ELgWSndyrcaWmO8yQNC4Kp8PYmK2,11291,"season, life, new, book, wins, memoir, local, artist",83,1,1
2. Low Score,HilZBEnLRSg1bdbaNBDtQSfdJpI2,11291,"season, life, new, book, wins, memoir, local, artist",83,1,900
2. Low Score,XmHwNgn191NdFFGZz1hGMPVyAQf2,11291,"season, life, new, book, wins, memoir, local, artist",83,1,900
1. Very Low Score,tWdMZ7ZBqHMuDuKx8ZBmN6KVk933,11291,"season, life, new, book, wins, memoir, local, artist",83,1,803
3. Normal User,mBl010hffsRMiI8ExuqgTWuo89z2,11291,"season, life, new, book, wins, memoir, local, artist",83,3,12.33
4. Good User,Vt4i5G296kWpRUIfkErKwODO2Fq1,10713,"child, women, abortion, new, life, kids, love, school",35,1,2
2. Low Score,oYAdW5Bpv8gtD8wUGN8Ve1hUfJf2,4552,"lived, life, zimbabweans, sa, face, uncertain, future",1,1,900
1. Very Low Score,E4fDJWUI7QRkqJLF2llbtk3txoo2,10417,"remember, ginger, prices, spiked, covid19, oversupply",1,1,51
2. Low Score,e1YbFshyrgVsQUMaXh7YjA83L153,10117,"sa, jobs, lost, tourism, govt, needs, sector, nigeria",15,1,900
2. Low Score,RgkXvZ0IiqR7XI7s712x6Y9OzIu2,10243,"weather, hot, warm, tuesday, cool, monday, week, fine",7,1,1
1. Very Low Score,HDNlBIepuvNdsk8gbrSLWH2wVxH2,9515,"magashule, foundation, mum, students, stranded, turkey",1,1,900
2. Low Score,5zfnqNQ0FmUDs0h8G2EuL94Rnvn1,80,"sa, covid19, opinion, women, business, new, ways, work",430,1,343
1. Very Low Score,i8VEMVbcQ7RYueup3z5oYLQBwyw2,140,"story, family, man, woman, cape town, meet, love, life",290,1,228
1. Very Low Score,nSunOZmCeLXbgtbOMRmNLsXueOC2,11395,"study, tips, stress, help, exam, exams, teen, children",36,1,6
2. Low Score,MCkZDyuiqZdIMTyLYCmdgVpJUR83,8463,"boks, style, bok, entry, it, lions series, black, coach",12,1,4
1. Very Low Score,TFYbA3mRdLMWCufH6NhVE816kIJ3,10686,"covid19, wave, vaccines, us, fourth, sa, older, persons",47,1,122
3. Normal User,RUZ4iENQwrNqxBi3rNYaknMvnnH2,10686,"covid19, wave, vaccines, us, fourth, sa, older, persons",47,1,4
2. Low Score,VPEcAZf5EDSFGzdoZe2X20E5Bia2,10686,"covid19, wave, vaccines, us, fourth, sa, older, persons",47,2,46.5
3. Normal User,xUWkFspK90PhLnq3hWyiDlVhFhi1,10686,"covid19, wave, vaccines, us, fourth, sa, older, persons",47,1,7
1. Very Low Score,fR67LsCKjINYNtEKmK0Hv8yGtBp2,10686,"covid19, wave, vaccines, us, fourth, sa, older, persons",47,1,19
2. Low Score,xoQfuSCtfVex7XCiqCGMLOuQheR2,58,"diet, help, adhd, food, health, watch, children, people",148,1,122
1. Very Low Score,a2kM8RrT6IUQLDOhPsnlxSWVSbP2,11324,"new, offer, card, fnb, property, stokvels, things, know",13,2,71.5
2. Low Score,xENvYp2ufpQoQvC7rornxl8MrE63,11324,"new, offer, card, fnb, property, stokvels, things, know",13,3,80
1. Very Low Score,IenS3pU0bqXHQEK27DyJYNVUoyW2,10704,"new, young, life, soccer, community, farmer, big, clean",50,1,444
3. Normal User,pDte4RxcXqPp8dtUd4x7XdzEcGq1,10736,"sa, sharks, bulls, munster, stormers, player, jake, cap",19,1,387
1. Very Low Score,PZHlC1aWsBVUJzaisK9q9U6KFco1,10736,"sa, sharks, bulls, munster, stormers, player, jake, cap",19,3,310.67
1. Very Low Score,2yaCFzv3JYarSGOSr20lycK5GIw2,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,1,127
1. Very Low Score,2KuRIouzsdf8TY0HSSF322h3yDZ2,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,1,175
2. Low Score,R3FUqeeQiLMw5DnWIMMu844VvL13,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,1,900
1. Very Low Score,qORkwpLffiNII51YoRcX6yo9nqD3,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,2,40.5
2. Low Score,TyHwcfaDW9gsKO3jHOsflXMjMrb2,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,1,110
1. Very Low Score,sqXOb3ebspcbo6qe0H7JxAAnAeB3,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,1,38
1. Very Low Score,1vDpfI49PSeUpElzKoXdTuS0igY2,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,1,22
1. Very Low Score,BzdaXDnBddOxG0K1DZnPX6PmRXG3,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,1,1
1. Very Low Score,n0pTBDXOpvNHi25kb05Y50v42Nu2,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,1,2
1. Very Low Score,u8lGWnoE1CYKzXCF7jF5WeHUQP42,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,1,10
1. Very Low Score,WcwbajrYg1USlTs8Hqo69feOHYb2,10059,"top 14, watch, sa, ryno, pieterse, shown, straight, red",1,1,438
1. Very Low Score,HM4Udegf5Ldfdw5ytH9pc72VYwg2,15,"watch, child, story, children, women, kids, dr, answers",749,1,16
1. Very Low Score,Gp0yol8NxtTkdS2jNnXkYjCytJr1,15,"watch, child, story, children, women, kids, dr, answers",749,2,39.5
1. Very Low Score,Nf50WiekTKhRxZqunJvtRhEbnK53,10135,"you, gclass, force, gurkha, 4x4, rugged, rough, offroad",4,2,67.5
1. Very Low Score,0EYK7RUtPpchK5TdgZ1hzyZo6Lf2,9552,"covid19, sa, students, young, people, cant, find, cities",61,1,29
1. Very Low Score,1EVp3zpLRWV5KHcESPMsE06CRBp1,8260,"money, live, santam, profit, rise, warns, tough, economy",1,2,450
1. Very Low Score,3UlhVKWniZR6P1uvErhD52N5sep1,8260,"money, live, santam, profit, rise, warns, tough, economy",1,1,30
1. Very Low Score,TZlutt5Lr9VshBj0ojX0j2hfV0B3,9573,"problem, burning",1,2,900
2. Low Score,ZvZOFO7JY2TwLC3sx4KfKdwUWC32,11400,"bike, bag, bosses",1,2,0
1. Very Low Score,Ypo05Te2nxaGwjBxH7wvEmd0p1F3,10081,"kaizer, jr, gets, hitched",1,1,900
1. Very Low Score,nhBpBPBF6VdmcnQ2tXeCYChOXOq1,10081,"kaizer, jr, gets, hitched",1,1,900
2. Low Score,oJaVPopXBrVqyVdVoiY70Xnv0ox1,10905,"nedbank, chair, naidoo, died",1,1,78
2. Low Score,QOttrODGiOYCEYXwPx40LkSHeer1,11215,"sars, goes, euphonik, million",1,1,62
2. Low Score,gSONfmF33PWaa56XbEV3CPtp6kn2,11215,"sars, goes, euphonik, million",1,1,900
1. Very Low Score,Zod1z8jULtMUraWQ91zRLqGZBK92,9824,"joburg, waterfall, city, bigger",1,1,195
3. Normal User,kULOxnpzMVVPWIL3uMhUn9pFvqV2,11031,"spooks, hunt, moles, ssa, scrambles",1,1,900
2. Low Score,rwiWSoVNN4esaytrzL2RwSafAJm1,10242,"mining, exec, shot, johannesburg, home",1,1,1
1. Very Low Score,01JV9QZ5uUd3OtAMLjvkZaMowWV2,10242,"mining, exec, shot, johannesburg, home",1,1,216
1. Very Low Score,QB1Jz5ALnyY2oejpAQjDl9h568p2,10242,"mining, exec, shot, johannesburg, home",1,1,137
3. Normal User,LeHg3DrCoRhvoT1HAdVysd1Oyis1,9512,"andile lungisa, anc, overturns, suspension",1,1,23
1. Very Low Score,27bGZs6ApxS3dG6KKZ7wvCJKYxK2,11612,"lockdown claims, santam, ordered, pay, months",1,1,7
1. Very Low Score,i111HOu30YWcXUlLwUdN0BI1RId2,11641,"whoopi goldberg, dating, younger, men, tiring",1,2,16.5
2. Low Score,mi4KvxCNpvPunYjP9QvWfKcpp0P2,8998,"mom, us, shares, days, life, woman, new, child",40,1,900
1. Very Low Score,vYJk6j94bCaA1DKYYEXpGwnsqZ12,8998,"mom, us, shares, days, life, woman, new, child",40,1,900
4. Good User,EDIRU69WCVTsvmN59OHSUMaPY2E3,9598,"new, star, famous, like, gets, fall, look, boo",17,1,900
1. Very Low Score,aiewaWXkebgXO3rppzE9xRkbcFS2,10652,"choppies, mphoko, dispute, finally, heads, court",1,1,46
4. Good User,j9IKT3peXtY6GqJ18aDG6uYzMsF3,11347,"parly, probe, committee, chair, interfering, cge",1,1,503
2. Low Score,UlnBQ3zrlUO5ywOvGUtSYGgPXr22,9474,"power station, fire, kendal, damages, unit, shut",1,1,900
2. Low Score,wtH173DJUaXuKMyQFEDoE5Bg5Rp1,11379,"wrap, concourt, candidates, shortlist, announced",1,1,900
2. Low Score,NlRX3ye61fgsrxGqHL3jBeOawIW2,11379,"wrap, concourt, candidates, shortlist, announced",1,1,900
1. Very Low Score,ESSJ4MQtzMZPgXBhHsBgqfYXZWC2,6126,"springboks, georgia, live, v, 1st, test, happened",2,1,900
3. Normal User,XeZyqWjfUwWBXqCLWpefDFEed3a2,10481,"ramaphosa, asks, un, discuss, reparations, slavery",1,1,95
2. Low Score,xuwcjpYcLnTLV7BG9h6039jHeDw1,9558,"wits, drone, developers, reach, new, heights, good",1,1,67
1. Very Low Score,2tQD4n3iKiebobFC12Tg2mTCMun2,9564,"sa, boost, debt, eskom, time, key, record, africans",39,1,900
2. Low Score,lmZl8aSqSAUSTP7MMWmKMgsAly42,9564,"sa, boost, debt, eskom, time, key, record, africans",39,2,3.5
2. Low Score,kmKBQlvSeDN6FYmwDS7vC2fGdX13,9564,"sa, boost, debt, eskom, time, key, record, africans",39,1,546
4. Good User,c3rMiERJwSeFggK34rikAB2UhFJ2,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,752
1. Very Low Score,vl9HVKX4sOMlr17YvlK7ScBGlu33,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,61
2. Low Score,Dl2KY9lcyDRiZw1UZSGukiDHWfN2,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,6
4. Good User,IGE0tlsNwDUtBUfmUxtzB8LzrIx2,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,12
1. Very Low Score,a3pARIf2p3SfxxDpL2slUT5nB2H3,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,111
2. Low Score,eWWzfoAJTAUljWHRlepkWZzpOcc2,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,900
1. Very Low Score,FN7eASdchlfEQmv4Mnu8Eq03hRw1,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,0
2. Low Score,4SVDFX0JIDQFq8c18OmO22H1v2i2,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,2,900
4. Good User,rKc3ljOnS7b5oGEMSVoQdVDTpHn1,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,29
2. Low Score,O6wfE4bzCJShBNhzPGyGUitIkkA3,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,11
2. Low Score,QMvghY1BtRWXebUr8DM0jVYuTgw1,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,900
1. Very Low Score,DvVlTKojGTh7odrZ1xDBk7q8vfg1,9413,"trees, uprooted, stolen, kwazulunatal, south, coast",1,1,144
1. Very Low Score,MTsNuje7ANMq8cFa39ReZWpGVn13,9413,"trees, uprooted, stolen, kwazulunatal, south, coast",1,1,187
2. Low Score,zuPpdSYgqPMVCw1LeLxjM10mZKT2,4115,"eskom, econ oil, race, de, ruyter, econ, oil, tender",26,1,348
1. Very Low Score,aIKEDy832karjOOhIRiAd7eUUA32,9608,"kitchen, meet, rules, sa, teams, cook, success, lazy",4,1,900
1. Very Low Score,xFeM281EKKVpuufqW80F6h1O2L52,11243,"sa, review, golf, gtis, sold, month, bakkies, ranger",15,1,2
3. Normal User,65rl6QpNpNR4Xhtn6Ti2Z9tTCjI2,11243,"sa, review, golf, gtis, sold, month, bakkies, ranger",15,1,900
2. Low Score,RPCMWuTGjKgnM3iUJvZL2U8XAe02,11243,"sa, review, golf, gtis, sold, month, bakkies, ranger",15,1,3
3. Normal User,gGll4dP7uUdtuJLzutSwDSnnW893,11291,"season, life, new, book, wins, memoir, local, artist",83,1,220
1. Very Low Score,xlWWg97u01Z13t9nNrrlBcAj8MH3,11291,"season, life, new, book, wins, memoir, local, artist",83,1,376
1. Very Low Score,qApfkS7jprVC3yjX06AaO5cTSlm1,11291,"season, life, new, book, wins, memoir, local, artist",83,1,900
3. Normal User,tu6fWfWSQPcqUqRUqPTsKVtwbXn2,11291,"season, life, new, book, wins, memoir, local, artist",83,1,624
2. Low Score,vLHFPOiQpHhH3hXGfccrgTuW8Fx1,9542,"bulls, stormers, sharks, everitt, urc, rugby, wp, man",16,1,113
3. Normal User,IfaBHWMpaLbJn9QhG2wQasIfVK52,9542,"bulls, stormers, sharks, everitt, urc, rugby, wp, man",16,1,13
1. Very Low Score,JLJxR7kMekPaQUkXFuTGqtLONRn1,10713,"child, women, abortion, new, life, kids, love, school",35,2,41
2. Low Score,f8mZAzrRtrTfH68y52B6lvjjzik1,10713,"child, women, abortion, new, life, kids, love, school",35,2,49
3. Normal User,o8KmxeLkOEej3OBQcNcgWmpFSRC2,10713,"child, women, abortion, new, life, kids, love, school",35,2,194
1. Very Low Score,6uYpPHQKRMVqiZlZ5JWjN22V2QN2,10018,"jayz, company, ready, rock, mzansi, sundowns, signing",1,1,900
3. Normal User,HzJlKPwNtDdvoJox5riR54CYPQq1,10243,"weather, hot, warm, tuesday, cool, monday, week, fine",7,1,3
1. Very Low Score,uAEGAfGMarOBUARFl0zEH7KYPH63,9515,"magashule, foundation, mum, students, stranded, turkey",1,1,900
1. Very Low Score,z4AStWZ0SZdg9YiaBeF4OLje1Pk2,42,"sa, billion, profit, ceo, big, new, interview, covid19",291,2,1
1. Very Low Score,LycxLQzZoPRHSz8tWtef8JJr9M72,42,"sa, billion, profit, ceo, big, new, interview, covid19",291,1,565
1. Very Low Score,YEuSQZ71KsYuMDxCrl9I9U3VGhz2,10938,"blade nzimande, dismisses, claims, da, hates, afrikaans",1,2,473
3. Normal User,TyCDjSuCTzWoe6P2opPz7kSJUeh2,10686,"covid19, wave, vaccines, us, fourth, sa, older, persons",47,1,0
1. Very Low Score,m3kg7uG5YmRFVGuPpKagNZPazYM2,10686,"covid19, wave, vaccines, us, fourth, sa, older, persons",47,1,18
3. Normal User,7VSoHDOzyFfqRew7HM2k1jRaBaF3,10686,"covid19, wave, vaccines, us, fourth, sa, older, persons",47,1,1
1. Very Low Score,ecotAOnZ2PN3mTZe8wp6Z72adK73,58,"diet, help, adhd, food, health, watch, children, people",148,1,287
2. Low Score,ykyNWl8lk7TxZTnJdRtCmmVu8IU2,9557,"fnb, ceo, personal, loan, life, connect, ranks, highest",5,1,7
1. Very Low Score,4C43VV8NyrVQqX0f9BCBETugDEI3,10704,"new, young, life, soccer, community, farmer, big, clean",50,2,18
2. Low Score,ZJysL2luZoe9KiaXHElp9mfCOGy2,10736,"sa, sharks, bulls, munster, stormers, player, jake, cap",19,1,382
2. Low Score,GEEtMjJ7g9WoWSSMs58UJGc1wiH3,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,2,158.5
2. Low Score,DJIcmg6bXgPLWnQXe1VZCM5yeRP2,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,1,361
1. Very Low Score,IEOnx981wma9dpEBJy9EoCL1w7g2,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,1,47
1. Very Low Score,MLcslpnF0XQEcS56R2bgs7kig5l2,15,"watch, child, story, children, women, kids, dr, answers",749,2,452.5
1. Very Low Score,76gOlzwTdRP1YuTK65ibmPaVaFR2,9552,"covid19, sa, students, young, people, cant, find, cities",61,2,505.5
1. Very Low Score,Fk47CHD0INXI3OvYLUwEWC1N6P13,9552,"covid19, sa, students, young, people, cant, find, cities",61,1,26
1. Very Low Score,MaMCnGjKv4RgKyGxcvFP4H3eQIW2,11036,"job cuts, transnet, begins, process, voluntary, packages",1,1,132
1. Very Low Score,fF4ujqLCy5Wn3usjQc6mVLEncHk2,262,"man, woman, found, arrested, death, murder, family, body",524,1,166
1. Very Low Score,5fKoSLj4Zfaa8d5Qjzzz42kutUB2,10843,"married, women, wear, fertility, hats, cultural, experts",1,1,300
2. Low Score,T4AYkm6xTYgP4gIEJNNvr0Q4aN53,8260,"money, live, santam, profit, rise, warns, tough, economy",1,3,708
1. Very Low Score,WmXIvrtZfIhNQI0v1ZtKi9DGAEC3,8260,"money, live, santam, profit, rise, warns, tough, economy",1,1,300
1. Very Low Score,KCzyYzsZOIdfht79Wh1ujfBUdGF2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,2,13
1. Very Low Score,LJvB9zGzJVa78Lnf7U5QUP2woGT2,9285,"watch, team, effort, snake, catcher, wife, rescue, female",1,2,64.5
2. Low Score,ev7WzXKZcnWJh5wQcjjFumT8CMm2,9562,"uk, sa, red list, mauritius, ends, ban, travellers, flights",6,3,0
1. Very Low Score,ebjLwJ34g5P6iZ51OAYnyaMLAsp1,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,3,88
3. Normal User,P2JstxbJt7PfpUjCHIwnkg1r3cv2,11244,"rugby, springboks, tour, kolisi, plan, bok, win, siya kolisi",16,3,41.33
3. Normal User,B0QpsE0K09eq8zferd6i1l1ZSZ53,480,"covid19, sa, pandemic, tourism, economy, africa, lockdown, new",215,2,746.5
1. Very Low Score,GgUuEoY3lAOQ3uslp9VlKzEYOFD3,10715,"blacks, boks, springboks, bok, springbok, win, rugby championship, nienaber",63,8,51.38
2. Low Score,Sr8JpOxWEfdkSFfd4j5KmUzfdrm1,11251,"jsc, candidate, judge, chief justice, concourt, high court, white, candidates",35,2,38.5
1. Very Low Score,vRjAA9M5UkeohIi8DZMjgYfTN7G2,8922,"iec, registration, parties, candidate, elections 2021, da, elections, analysis",38,2,0
2. Low Score,a8N07Q9VMnQjA2jOMhjvvpUuvAR2,9574,"cabinet, retirement, public, basic income grant, new, govt, mpumelelo, mkhabela",14,3,5
2. Low Score,qgaRCS3JiDfzY5JmKUolic9zVax1,2495,"city press, us",2,1,900
1. Very Low Score,7FC9xYvbMqfWJH6gJCojiXuuJX43,11726,"teko, ties, knot",1,1,330
1. Very Low Score,TZlutt5Lr9VshBj0ojX0j2hfV0B3,10071,"max lichaba, sues, stepson",1,1,278
2. Low Score,FRwDcH7F06Xp07QtEumYsE2Mini1,11215,"sars, goes, euphonik, million",1,1,96
1. Very Low Score,yRz6UGmRuIdOAlOTndknL5XNKms1,9824,"joburg, waterfall, city, bigger",1,1,65
1. Very Low Score,Ypo05Te2nxaGwjBxH7wvEmd0p1F3,10074,"refiloe, jane, italian, odyssey",1,1,129
2. Low Score,LfhhUC5Y58O1SgjNHHLagr2mJZ32,11622,"matric exam, past, papers, history",1,1,900
2. Low Score,EIUEHvigQTQjJJ1W2mM0wOhGB9x1,11365,"pain, pumps, diesel, users, october",1,1,900
2. Low Score,xKlvjrv6OrgoD0PZ4vh8kxCbffn2,11365,"pain, pumps, diesel, users, october",1,1,63
1. Very Low Score,9GDtXqQ1tZOI7VEEtPFiokqmPrr1,10069,"500, army, vehicles, destroyed, fire",1,1,340
3. Normal User,Z9v4vAa0gSYsn2uziqSjXugloEO2,10242,"mining, exec, shot, johannesburg, home",1,1,546
2. Low Score,SwvSXAK3h3Uw1KKfCp5qgkEGqS83,10428,"watch, nicole, richie, sets, hair, fire",1,1,0
4. Good User,j9IKT3peXtY6GqJ18aDG6uYzMsF3,11646,"bmf, president, accused, misusing, funds",1,1,213
1. Very Low Score,GQNtAhEDddMaH9ZV0kRXTACEqGG2,11646,"bmf, president, accused, misusing, funds",1,4,61
2. Low Score,r6uhbWD3Yghwdno4nJIImWIAYwM2,11646,"bmf, president, accused, misusing, funds",1,1,310
2. Low Score,UacDRFMWYeaCTwYAuUBYlhmljKN2,11646,"bmf, president, accused, misusing, funds",1,5,16.4
3. Normal User,tu6fWfWSQPcqUqRUqPTsKVtwbXn2,9797,"greytown, maidens, reed, dance, ceremony",1,1,7
1. Very Low Score,KCzyYzsZOIdfht79Wh1ujfBUdGF2,10894,"kzn, stepfather, cousin, sentenced, rape",1,1,128
1. Very Low Score,tlK15XnxrpPyrImvVb4Kxcipjom2,10894,"kzn, stepfather, cousin, sentenced, rape",1,1,476
1. Very Low Score,HxhSQHRACkUy3O9KW4quYCGDfCD3,9512,"andile lungisa, anc, overturns, suspension",1,1,199
1. Very Low Score,PfnYXnpvxqTENpfml1jLf2OHm2c2,11012,"date, confirmed, comrades, comrades marathon",2,1,900
1. Very Low Score,Wzbakv7H9XOypTMQcaCv3TZSGJ33,10155,"early bird, night owl, sponsored, night, owl",1,1,258
2. Low Score,ev7WzXKZcnWJh5wQcjjFumT8CMm2,10058,"nature reserve, rhino, calf, killed, gauteng",1,1,135
2. Low Score,moCwx3aW7LeI5k70g5JgiojQKmZ2,11612,"lockdown claims, santam, ordered, pay, months",1,1,401
1. Very Low Score,15j5pfzpWwOLTNblpZbDoobnG1o1,8998,"mom, us, shares, days, life, woman, new, child",40,1,42
2. Low Score,iJqKkrTTzpMYOts7V0UNuLpkxYB2,70,"new, love, actress, music, tv, honey, sa, life",307,3,601
3. Normal User,P2JstxbJt7PfpUjCHIwnkg1r3cv2,10107,"ipl, mumbai indians, live, csk, strong, resumes",1,1,45
2. Low Score,T4AYkm6xTYgP4gIEJNNvr0Q4aN53,10107,"ipl, mumbai indians, live, csk, strong, resumes",1,1,900
3. Normal User,o8KmxeLkOEej3OBQcNcgWmpFSRC2,10107,"ipl, mumbai indians, live, csk, strong, resumes",1,2,59.5
2. Low Score,qLGa0TETfoU0IRo0CJ7GWm0GmZG2,9474,"power station, fire, kendal, damages, unit, shut",1,1,31
2. Low Score,LrJBRAwVjmYeRPlv3QWHfdzNFce2,8696,"vw golf 8 gti, fast, officially, sale, sa, owner",1,1,573
1. Very Low Score,uAEGAfGMarOBUARFl0zEH7KYPH63,11379,"wrap, concourt, candidates, shortlist, announced",1,1,144
2. Low Score,CAgu25TQBkUdkSHEyMWzv4Umwja2,11379,"wrap, concourt, candidates, shortlist, announced",1,1,117
4. Good User,EgKKm1L2VRXI1rB0P2TZ6RgqXgC2,11379,"wrap, concourt, candidates, shortlist, announced",1,1,29
3. Normal User,knWHBt0OfZXh9amcOBdXTJ2c1fu2,11315,"bulls, urc, sharks, stormers, lions, sa, win, ref",25,1,900
2. Low Score,rhyFHw0D0SdKxOWPimc4g5ACe9x1,9634,"mom, know, son, watch, life, living, opens, birth",20,1,135
1. Very Low Score,fKVZIxT7QMVbzdfkZkBVVJD4x6p1,9634,"mom, know, son, watch, life, living, opens, birth",20,1,900
1. Very Low Score,8piCzScFaaWnGsbhrFZtRumMrE52,9634,"mom, know, son, watch, life, living, opens, birth",20,1,49
1. Very Low Score,ebjLwJ34g5P6iZ51OAYnyaMLAsp1,9634,"mom, know, son, watch, life, living, opens, birth",20,1,392
2. Low Score,2RoRshd1FpVKwIfy7MEALAizBC43,9634,"mom, know, son, watch, life, living, opens, birth",20,1,900
3. Normal User,cdYywSjBzxQhtKZsu2O6cA2Grfy1,1418,"new, sa, review, suv, kia, toyota, suzuki, market",142,2,128
1. Very Low Score,1NTowrDSuDNyD1xmYen5b4kT7Ea2,10697,"uk, crisis, fuel, pumps, dry, british, offer, 500",15,1,83
1. Very Low Score,bbHqD1jHySQEAA6DLyw99uy8QRy2,10697,"uk, crisis, fuel, pumps, dry, british, offer, 500",15,1,900
2. Low Score,qZruqQTjmqd12LMNAKpPZ14h9jh1,9962,"van, gogh, drawing, old, man, goes, display, time",2,1,34
3. Normal User,rnTaPxWYNdV97ODgeTSPHtewMtF2,11455,"coal, eskom, power, sa, mantashe, clean, war, pits",8,1,900
2. Low Score,SkYIrIYqOPMbxTIVfHAjrGD2E6l1,11455,"coal, eskom, power, sa, mantashe, clean, war, pits",8,2,523.5
2. Low Score,IWM6oAAeZXW6LIPLdFvAQJnCSF72,10498,"public servants, dupe, sassa, r200m, grants, month",1,2,6.5
1. Very Low Score,gigG8OhKoMYOeaaZ7plYtknrDrp2,10995,"mega, grenadier, suv, en, route, sa, ineos, support",1,1,900
1. Very Low Score,qneKIUzHfVTkZZeZrMLDzMhM2Ne2,9564,"sa, boost, debt, eskom, time, key, record, africans",39,2,158.5
1. Very Low Score,YHza0K0NgrfpWNYSxbsd6a46izN2,9564,"sa, boost, debt, eskom, time, key, record, africans",39,1,220
2. Low Score,JDwTZHKbuDTfMsTxishgHr8JVI72,9564,"sa, boost, debt, eskom, time, key, record, africans",39,1,306
2. Low Score,lNe8niZzj1bwLGxluybzc4gt80J2,9564,"sa, boost, debt, eskom, time, key, record, africans",39,1,900
2. Low Score,VhroRo40hUV2MPdE5Su8XFy6KrT2,9564,"sa, boost, debt, eskom, time, key, record, africans",39,1,225
1. Very Low Score,SbbrUyMrmAObAUOEVXzWuGjjpDu2,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,74
2. Low Score,WplG9X9iZTRWbOhpGIp26ZvpfkT2,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,440
2. Low Score,z7vUXOWpeiTN3eiLVwZiZmIFKGD2,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,84
2. Low Score,QV0VzomAiXNV9aMAxnQWalsSvSL2,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,900
2. Low Score,woW8u0BTLAgIk8zvZpq1FvM2F4s2,9413,"trees, uprooted, stolen, kwazulunatal, south, coast",1,1,900
2. Low Score,duow8RT5NBNKBsIk8Ug7QwWgD1G2,11243,"sa, review, golf, gtis, sold, month, bakkies, ranger",15,1,900
3. Normal User,aLwLLyd5PpN0YK9KIldTajOkM0H2,11243,"sa, review, golf, gtis, sold, month, bakkies, ranger",15,2,126
2. Low Score,ZvZOFO7JY2TwLC3sx4KfKdwUWC32,11291,"season, life, new, book, wins, memoir, local, artist",83,1,0
